Date,toeuro
2020-10-26,0.9072
2020-10-27,0.9042
2020-10-28,0.9045
2020-10-29,0.9027
2020-10-30,0.9019
2020-10-31,0.9021
2020-11-02,0.9013
2020-11-03,0.8973
2020-11-04,0.9047
2020-11-05,0.8995
2020-11-06,0.9025
2020-11-07,0.9025
2020-11-09,0.8978
2020-11-10,0.8908
2020-11-11,0.8908
2020-11-12,0.9000
2020-11-13,0.8967
2020-11-14,0.8970
2020-11-16,0.8985
2020-11-17,0.8949
2020-11-18,0.8933
2020-11-19,0.8957
2020-11-20,0.8925
2020-11-21,0.8924
2020-11-23,0.8886
2020-11-24,0.8903
2020-11-25,0.8904
2020-11-26,0.8919
2020-11-27,0.8983
2020-11-28,0.8991
2020-11-30,0.8950
2020-12-01,0.8991
2020-12-02,0.9058
2020-12-03,0.9028
2020-12-04,0.9020
2020-12-05,0.9020
2020-12-07,0.9056
2020-12-08,0.9061
2020-12-09,0.9042
2020-12-10,0.9127
2020-12-11,0.9158
2020-12-12,0.9158
2020-12-14,0.9109
2020-12-15,0.9035
2020-12-16,0.9033
2020-12-17,0.9030
2020-12-18,0.9065
2020-12-19,0.9065
2020-12-21,0.9098
2020-12-22,0.9102
2020-12-23,0.9023
2020-12-24,0.8978
2020-12-25,0.9111
2020-12-26,0.9180
2020-12-28,0.9077
2020-12-29,0.9074
2020-12-30,0.9030
2020-12-31,0.8924
2021-01-01,0.8875
2021-01-02,0.8875
2021-01-04,0.9025
2021-01-05,0.9026
2021-01-06,0.9055
2021-01-07,0.9044
2021-01-08,0.9008
2021-01-09,0.9012
2021-01-11,0.8995
2021-01-12,0.8934
2021-01-13,0.8911
2021-01-14,0.8880
2021-01-15,0.8886
2021-01-16,0.8890
2021-01-18,0.8891
2021-01-19,0.8896
2021-01-20,0.8869
2021-01-21,0.8860
2021-01-22,0.8897
2021-01-23,0.8898
2021-01-25,0.8879
2021-01-26,0.8854
2021-01-27,0.8843
2021-01-28,0.8829
2021-01-29,0.8852
2021-01-30,0.8851
2021-02-01,0.8827
2021-02-02,0.8814
2021-02-03,0.8820
2021-02-04,0.8753
2021-02-05,0.8771
2021-02-06,0.8772
2021-02-08,0.8771
2021-02-09,0.8773
2021-02-10,0.8764
2021-02-11,0.8781
2021-02-12,0.8751
2021-02-13,0.8756
2021-02-15,0.8722
2021-02-16,0.8707
2021-02-17,0.8690
2021-02-18,0.8656
2021-02-19,0.8652
2021-02-20,0.8647
2021-02-22,0.8644
2021-02-23,0.8609
2021-02-24,0.8601
2021-02-25,0.8695
2021-02-26,0.8669
2021-02-27,0.8669
2021-03-01,0.8654
2021-03-02,0.8659
2021-03-03,0.8647
2021-03-04,0.8618
2021-03-05,0.8606
2021-03-06,0.8610
2021-03-08,0.8573
2021-03-09,0.8566
2021-03-10,0.8560
2021-03-11,0.8566
2021-03-12,0.8587
2021-03-13,0.8587
2021-03-15,0.8581
2021-03-16,0.8565
2021-03-17,0.8579
2021-03-18,0.8557
2021-03-19,0.8613
2021-03-20,0.8615
2021-03-22,0.8609
2021-03-23,0.8617
2021-03-24,0.8631
2021-03-25,0.8567
2021-03-26,0.8557
2021-03-27,0.8574
2021-03-29,0.8550
2021-03-30,0.8529
2021-03-31,0.8509
2021-04-01,0.8516
2021-04-02,0.8503
2021-04-03,0.8503
2021-04-05,0.8489
2021-04-06,0.8589
2021-04-07,0.8642
2021-04-08,0.8676
2021-04-09,0.8681
2021-04-10,0.8681
2021-04-12,0.8666
2021-04-13,0.8689
2021-04-14,0.8696
2021-04-15,0.8684
2021-04-16,0.8663
2021-04-17,0.8657
2021-04-19,0.8606
2021-04-20,0.8634
2021-04-21,0.8641
2021-04-22,0.8684
2021-04-23,0.8717
2021-04-24,0.8717
2021-04-26,0.8695
2021-04-27,0.8696
2021-04-28,0.8696
2021-04-29,0.8695
2021-04-30,0.8699
2021-05-01,0.8700
2021-05-03,0.8675
2021-05-04,0.8648
2021-05-05,0.8634
2021-05-06,0.8681
2021-05-07,0.8699
2021-05-08,0.8697
2021-05-10,0.8592
2021-05-11,0.8590
2021-05-12,0.8586
2021-05-13,0.8600
2021-05-14,0.8613
2021-05-15,0.8614
2021-05-17,0.8598
2021-05-18,0.8615
2021-05-19,0.8627
2021-05-20,0.8618
2021-05-21,0.8607
2021-05-22,0.8608
2021-05-24,0.8630
2021-05-25,0.8660
2021-05-26,0.8635
2021-05-27,0.8583
2021-05-28,0.8593
2021-05-29,0.8592
2021-05-31,0.8604
2021-06-01,0.8632
2021-06-02,0.8617
2021-06-03,0.8598
2021-06-04,0.8592
2021-06-05,0.8592
2021-06-07,0.8598
2021-06-08,0.8602
2021-06-09,0.8629
2021-06-10,0.8590
2021-06-11,0.8582
2021-06-12,0.8583
2021-06-14,0.8592
2021-06-15,0.8613
2021-06-16,0.8572
2021-06-17,0.8549
2021-06-18,0.8590
2021-06-19,0.8590
2021-06-21,0.8555
2021-06-22,0.8559
2021-06-23,0.8543
2021-06-24,0.8571
2021-06-25,0.8597
2021-06-26,0.8596
2021-06-28,0.8592
2021-06-29,0.8596
2021-06-30,0.8574
2021-07-01,0.8609
2021-07-02,0.8582
2021-07-03,0.8582
2021-07-05,0.8563
2021-07-06,0.8567
2021-07-07,0.8546
2021-07-08,0.8592
2021-07-09,0.8545
2021-07-10,0.8545
2021-07-12,0.8544
2021-07-13,0.8527
2021-07-14,0.8541
2021-07-15,0.8542
2021-07-16,0.8577
2021-07-17,0.8570
2021-07-19,0.8629
2021-07-21,0.8599
2021-07-22,0.8553
2021-07-23,0.8558
2021-07-24,0.8558
2021-07-26,0.8540
2021-07-27,0.8513
2021-07-28,0.8517
2021-07-29,0.8512
2021-07-30,0.8535
2021-07-31,0.8534
2021-08-02,0.8550
2021-08-03,0.8529
2021-08-04,0.8525
2021-08-05,0.8495
2021-08-06,0.8478
2021-08-07,0.8478
2021-08-09,0.8475
2021-08-10,0.8470
2021-08-11,0.8466
2021-08-12,0.8498
2021-08-13,0.8508
2021-08-14,0.8508
2021-08-16,0.8509
2021-08-17,0.8519
2021-08-18,0.8514
2021-08-19,0.8565
2021-08-20,0.8588
2021-08-21,0.8585
2021-08-23,0.8560
2021-08-24,0.8564
2021-08-25,0.8552
2021-08-26,0.8579
2021-08-27,0.8572
2021-08-28,0.8569
2021-08-30,0.8576
2021-08-31,0.8587
2021-09-01,0.8599
2021-09-02,0.8582
2021-09-03,0.8572
2021-09-04,0.8571
2021-09-06,0.8582
2021-09-07,0.8593
2021-09-08,0.8582
2021-09-09,0.8547
2021-09-10,0.8537
2021-09-11,0.8540
2021-09-13,0.8534
2021-09-14,0.8548
2021-09-15,0.8533
2021-09-16,0.8527
2021-09-17,0.8537
2021-09-18,0.8534
2021-09-20,0.8584
2021-09-21,0.8583
2021-09-22,0.8584
2021-09-23,0.8558
2021-09-24,0.8570
2021-09-25,0.8564
2021-09-27,0.8538
2021-09-28,0.8631
2021-09-29,0.8637
2021-09-30,0.8590
2021-10-01,0.8561
2021-10-02,0.8561
2021-10-04,0.8536
2021-10-05,0.8511
2021-10-06,0.8503
2021-10-07,0.8486
2021-10-08,0.8503
2021-10-09,0.8503
2021-10-11,0.8501
2021-10-12,0.8486
2021-10-13,0.8486
2021-10-14,0.8481
2021-10-15,0.8438
2021-10-16,0.8439
2021-10-18,0.8456
2021-10-19,0.8435
2021-10-20,0.8429
2021-10-21,0.8427
2021-10-22,0.8465
2021-10-23,0.8464
2021-10-25,0.8435
2021-10-26,0.8424
2021-10-27,0.8445
2021-10-28,0.8468
2021-10-29,0.8448
2021-10-30,0.8448
2021-11-01,0.8494
2021-11-02,0.8505
2021-11-03,0.8481
2021-11-04,0.8557
2021-11-05,0.8556
2021-11-06,0.8559
2021-11-08,0.8542
2021-11-09,0.8552
2021-11-10,0.8561
2021-11-11,0.8565
2021-11-12,0.8530
2021-11-13,0.8530
2021-11-15,0.8476
2021-11-16,0.8433
2021-11-17,0.8391
2021-11-18,0.8425
2021-11-19,0.8390
2021-11-20,0.8390
2021-11-22,0.8389
2021-11-23,0.8410
2021-11-24,0.8405
2021-11-25,0.8416
2021-11-26,0.8483
2021-11-27,0.8483
2021-11-29,0.8484
2021-11-30,0.8528
2021-12-01,0.8524
2021-12-02,0.8494
2021-12-03,0.8550
2021-12-04,0.8550
2021-12-06,0.8509
2021-12-07,0.8508
2021-12-08,0.8588
2021-12-09,0.8542
2021-12-10,0.8527
2021-12-11,0.8528
2021-12-13,0.8538
2021-12-14,0.8509
2021-12-15,0.8514
2021-12-16,0.8505
2021-12-17,0.8491
2021-12-18,0.8491
2021-12-20,0.8538
2021-12-21,0.8506
2021-12-22,0.8481
2021-12-23,0.8446
2021-12-24,0.8472
2021-12-25,0.8471
2021-12-27,0.8427
2021-12-28,0.8418
2021-12-29,0.8414
2021-12-30,0.8389
2021-12-31,0.8411
